Nombre de bits,Nombre de bits à 1,Rang dans la sous famille,Position du bit,Valeur
3, 3, 1, 1, 1
16, 4, 1353, 1, 0
13, 3, 113, 7, 0
2, 2, 1, 1, 1
14, 3, 36, 11, 0
8, 1, 2, 5, 0
7, 6, 5, 1, 1
9, 9, 1, 4, 1
12, 5, 8, 4, 0
5, 1, 2, 2, 0
11, 7, 193, 9, 0
1, 0, 1, 1, 0
9, 7, 31, 2, 1
15, 12, 313, 11, 1
4, 1, 1, 2, 0
1, 0, 1, 1, 0
11, 2, 25, 8, 1
5, 4, 4, 1, 1
2, 1, 2, 1, 1
9, 9, 1, 6, 1
16, 6, 6786, 4, 0
15, 1, 1, 4, 0
7, 3, 24, 4, 1
1, 1, 1, 1, 1
15, 2, 82, 8, 0
1, 0, 1, 1, 0
8, 6, 6, 5, 1
13, 4, 150, 8, 0
3, 3, 1, 2, 1
15, 4, 720, 2, 1
1, 0, 1, 1, 0
14, 3, 296, 10, 1
11, 7, 296, 11, 1
12, 6, 781, 6, 1
4, 1, 2, 1, 0
13, 11, 38, 2, 1
5, 1, 4, 3, 0
10, 7, 37, 2, 0
15, 13, 35, 6, 1
9, 0, 1, 3, 0
4, 3, 1, 3, 1
3, 1, 3, 2, 0
11, 0, 1, 4, 0
4, 1, 4, 4, 0
16, 14, 19, 10, 1
1, 1, 1, 1, 1
14, 4, 557, 14, 0
7, 0, 1, 5, 0
3, 2, 3, 3, 0
12, 3, 133, 4, 0
16, 6, 1969, 6, 1
2, 2, 1, 1, 1
2, 0, 1, 2, 0
4, 2, 6, 3, 0
15, 14, 9, 6, 1
6, 0, 1, 1, 0
12, 0, 1, 12, 0
15, 0, 1, 8, 0
5, 1, 3, 1, 0
5, 5, 1, 1, 1
5, 0, 1, 5, 0
3, 3, 1, 2, 1
5, 5, 1, 3, 1
16, 5, 3411, 10, 0
9, 8, 5, 1, 1
13, 0, 1, 2, 0
1, 1, 1, 1, 1
10, 4, 93, 8, 1
14, 6, 308, 1, 0
6, 5, 3, 6, 1
16, 8, 4391, 4, 1
2, 0, 1, 2, 0
10, 4, 97, 10, 1
5, 5, 1, 4, 1
3, 0, 1, 1, 0
8, 4, 61, 3, 0
12, 11, 8, 7, 1
3, 0, 1, 2, 0
16, 12, 870, 3, 0
11, 9, 22, 5, 1
1, 1, 1, 1, 1
5, 5, 1, 2, 1
13, 4, 542, 7, 0
10, 10, 1, 3, 1
6, 1, 6, 2, 0
16, 5, 2910, 1, 0
7, 4, 18, 2, 0
12, 2, 41, 1, 0
4, 3, 1, 2, 1
6, 1, 3, 3, 0
11, 3, 57, 8, 0
15, 8, 4134, 8, 0
16, 3, 338, 5, 0
13, 8, 708, 3, 1
7, 7, 1, 6, 1
1, 1, 1, 1, 1
13, 6, 606, 6, 0
6, 2, 1, 2, 0
14, 8, 1808, 1, 1
9, 7, 30, 1, 1
15, 9, 692, 15, 1
11, 11, 1, 10, 1
14, 10, 104, 2, 1
3, 3, 1, 1, 1
1, 1, 1, 1, 1
6, 3, 14, 6, 1
13, 12, 8, 3, 1
10, 0, 1, 1, 0
16, 5, 3741, 5, 0
14, 3, 90, 11, 1
8, 5, 29, 5, 1
10, 8, 44, 3, 1
14, 12, 51, 4, 1
15, 9, 4333, 7, 0
15, 10, 2005, 10, 1
7, 5, 17, 4, 0
5, 5, 1, 5, 1
3, 0, 1, 3, 0
8, 1, 5, 6, 0
5, 0, 1, 2, 0
6, 0, 1, 3, 0
4, 1, 1, 2, 0
8, 0, 1, 5, 0
2, 0, 1, 2, 0
1, 0, 1, 1, 0
16, 11, 381, 1, 0
11, 4, 22, 11, 0
4, 0, 1, 2, 0
1, 1, 1, 1, 1
12, 10, 6, 7, 0
13, 1, 13, 11, 0
12, 6, 290, 3, 0
15, 9, 1825, 3, 1
11, 6, 325, 6, 0
13, 13, 1, 13, 1
8, 3, 17, 1, 0
12, 6, 616, 4, 0
8, 7, 3, 6, 1
6, 5, 2, 4, 1
7, 3, 28, 4, 0
4, 3, 3, 1, 1
15, 0, 1, 7, 0
2, 1, 2, 2, 0
12, 6, 331, 9, 1
2, 0, 1, 1, 0
1, 0, 1, 1, 0
2, 1, 2, 2, 0
13, 11, 50, 2, 1
16, 3, 227, 12, 1
3, 3, 1, 1, 1
1, 0, 1, 1, 0
13, 12, 6, 9, 1
15, 8, 6142, 7, 0
7, 6, 1, 6, 1
6, 5, 4, 4, 0
10, 10, 1, 6, 1
11, 9, 47, 3, 1
4, 2, 3, 3, 1
13, 5, 474, 6, 0
15, 4, 727, 6, 0
6, 2, 8, 5, 1
4, 4, 1, 4, 1
11, 11, 1, 1, 1
3, 3, 1, 1, 1
1, 1, 1, 1, 1
16, 8, 12717, 7, 0
1, 0, 1, 1, 0
2, 0, 1, 2, 0
11, 5, 141, 7, 1
15, 4, 238, 15, 0
4, 2, 1, 4, 1
4, 4, 1, 2, 1
7, 5, 18, 7, 0
10, 3, 61, 5, 0
2, 1, 2, 1, 1
6, 4, 10, 5, 1
5, 4, 3, 4, 1
12, 8, 454, 12, 1
11, 5, 27, 4, 1
1, 1, 1, 1, 1
13, 8, 641, 9, 1
3, 0, 1, 3, 0
14, 2, 58, 7, 0
9, 5, 11, 9, 0
8, 2, 27, 6, 0
14, 10, 960, 10, 0
10, 9, 4, 7, 1
4, 3, 1, 3, 1
14, 6, 1633, 10, 0
8, 4, 5, 1, 0
15, 2, 98, 9, 1
2, 0, 1, 1, 0
3, 1, 3, 3, 0
3, 3, 1, 2, 1
11, 3, 149, 10, 0
1, 1, 1, 1, 1
13, 5, 325, 12, 0
8, 1, 7, 7, 0
16, 13, 199, 12, 1
2, 0, 1, 2, 0
13, 7, 1132, 2, 0
2, 1, 1, 1, 0
12, 7, 569, 11, 0
16, 7, 10218, 13, 0
8, 0, 1, 5, 0
3, 0, 1, 2, 0
8, 1, 1, 7, 0
5, 1, 3, 4, 0
7, 1, 7, 5, 0
5, 1, 2, 1, 0
10, 3, 40, 2, 0
9, 7, 14, 9, 1
4, 0, 1, 4, 0
11, 9, 14, 5, 1
1, 1, 1, 1, 1
13, 3, 242, 2, 0
15, 8, 212, 11, 1
3, 3, 1, 3, 1
5, 5, 1, 4, 1
11, 2, 27, 1, 0
12, 6, 452, 9, 0
14, 11, 279, 1, 1
12, 12, 1, 10, 1
6, 0, 1, 1, 0
11, 1, 9, 1, 0
10, 8, 29, 3, 1
7, 2, 18, 7, 0
8, 4, 57, 4, 0
16, 0, 1, 9, 0
5, 2, 5, 1, 0
10, 4, 165, 6, 0
8, 4, 38, 7, 0
15, 5, 2818, 14, 1
5, 3, 10, 3, 1
4, 1, 4, 1, 1
4, 1, 4, 4, 0
7, 7, 1, 3, 1
7, 2, 9, 2, 0
16, 15, 1, 1, 0
8, 5, 21, 2, 1
3, 1, 1, 2, 0
10, 10, 1, 2, 1
10, 9, 6, 5, 1
10, 7, 120, 2, 1
3, 3, 1, 2, 1
5, 0, 1, 2, 0
14, 7, 432, 3, 1
8, 2, 15, 6, 0
4, 0, 1, 4, 0
11, 9, 17, 11, 1
14, 3, 349, 13, 0
12, 8, 245, 2, 0
3, 0, 1, 1, 0
12, 2, 63, 1, 1
4, 4, 1, 3, 1
9, 8, 2, 9, 1
5, 0, 1, 4, 0
7, 4, 13, 4, 1
9, 8, 5, 1, 1
12, 8, 338, 6, 0
13, 6, 1584, 9, 0
9, 2, 8, 8, 1
13, 5, 129, 10, 1
11, 5, 145, 11, 0
9, 5, 23, 2, 1
3, 2, 2, 3, 1
7, 7, 1, 5, 1
8, 0, 1, 3, 0
8, 7, 8, 5, 1
7, 0, 1, 2, 0
8, 8, 1, 1, 1
16, 4, 596, 13, 0
3, 0, 1, 2, 0
4, 1, 3, 4, 0
12, 12, 1, 11, 1
13, 3, 115, 5, 1
3, 3, 1, 3, 1
15, 5, 695, 4, 1
11, 6, 205, 9, 0
6, 1, 6, 2, 0
9, 3, 72, 7, 0
12, 3, 195, 6, 0
14, 0, 1, 14, 0
15, 1, 4, 1, 0
8, 2, 24, 3, 0
1, 1, 1, 1, 1
6, 6, 1, 2, 1
3, 1, 3, 1, 1
5, 4, 4, 1, 1
2, 2, 1, 1, 1
8, 2, 1, 1, 0
15, 7, 6398, 12, 0
13, 9, 68, 4, 1
5, 2, 3, 3, 1
11, 0, 1, 11, 0
5, 3, 3, 2, 1
13, 3, 168, 2, 1
8, 5, 6, 7, 1
1, 0, 1, 1, 0
3, 1, 2, 2, 1
9, 0, 1, 2, 0
2, 1, 2, 1, 1
14, 0, 1, 4, 0
6, 4, 3, 2, 1
5, 5, 1, 2, 1
11, 11, 1, 3, 1
10, 0, 1, 8, 0
7, 3, 15, 1, 0
9, 6, 13, 8, 1
13, 12, 7, 5, 1
15, 15, 1, 5, 1
5, 5, 1, 4, 1
9, 8, 9, 9, 0
8, 2, 18, 3, 0
3, 3, 1, 2, 1
9, 8, 9, 5, 1
16, 14, 83, 2, 1
11, 0, 1, 7, 0
10, 9, 1, 6, 1
14, 11, 169, 11, 1
8, 8, 1, 3, 1
10, 7, 32, 6, 1
15, 4, 313, 2, 0
2, 2, 1, 2, 1
2, 0, 1, 2, 0
10, 7, 29, 10, 1
1, 1, 1, 1, 1
2, 2, 1, 1, 1
9, 6, 42, 5, 0
13, 10, 127, 6, 1
1, 0, 1, 1, 0
13, 9, 524, 11, 1
9, 5, 84, 9, 0
1, 0, 1, 1, 0
4, 0, 1, 4, 0
10, 2, 32, 2, 1
3, 2, 2, 1, 1
5, 4, 3, 1, 1
14, 2, 68, 1, 0
3, 1, 2, 3, 0
9, 5, 46, 4, 0
2, 2, 1, 2, 1
16, 16, 1, 4, 1
6, 4, 6, 3, 0
4, 1, 2, 1, 0
8, 6, 2, 4, 1
5, 1, 3, 5, 0
7, 2, 13, 1, 0
6, 6, 1, 4, 1
1, 1, 1, 1, 1
8, 3, 29, 8, 0
15, 8, 3253, 13, 1
8, 4, 66, 1, 1
1, 1, 1, 1, 1
3, 0, 1, 3, 0
4, 1, 3, 2, 1
15, 13, 36, 1, 1
8, 2, 23, 8, 0
4, 3, 4, 4, 0
10, 0, 1, 7, 0
7, 5, 7, 6, 1
2, 2, 1, 2, 1
10, 9, 2, 5, 1
10, 2, 1, 6, 0
13, 8, 945, 4, 1
7, 7, 1, 1, 1
11, 2, 16, 4, 0
8, 5, 40, 7, 1
7, 3, 25, 2, 0
3, 3, 1, 1, 1
8, 6, 2, 3, 0
14, 10, 850, 8, 0
4, 1, 4, 1, 1
16, 14, 48, 2, 1
1, 1, 1, 1, 1
15, 4, 1274, 15, 0
12, 4, 129, 5, 0
14, 14, 1, 12, 1
13, 10, 182, 6, 1
9, 0, 1, 2, 0
6, 6, 1, 4, 1
6, 5, 1, 3, 1
9, 5, 20, 8, 1
6, 4, 14, 5, 1
11, 3, 16, 4, 0
6, 2, 6, 5, 0
2, 1, 1, 1, 0
11, 7, 110, 8, 1
13, 9, 645, 4, 1
12, 9, 183, 2, 1
5, 4, 2, 1, 1
9, 1, 4, 3, 0
16, 3, 294, 1, 0
10, 1, 7, 2, 0
16, 13, 481, 10, 1
10, 4, 84, 7, 1
16, 8, 7878, 1, 1
15, 7, 2165, 9, 0
5, 0, 1, 4, 0
2, 2, 1, 2, 1
2, 2, 1, 2, 1
6, 6, 1, 4, 1
13, 11, 28, 12, 1
15, 9, 815, 8, 1
9, 7, 8, 8, 1
6, 3, 3, 4, 1
15, 2, 53, 10, 0
5, 2, 4, 2, 1
4, 3, 1, 4, 1
1, 0, 1, 1, 0
15, 9, 1145, 6, 1
9, 4, 25, 7, 1
6, 6, 1, 3, 1
11, 3, 165, 1, 1
6, 5, 1, 3, 1
5, 2, 6, 5, 0
13, 11, 73, 7, 1
6, 5, 4, 4, 0
3, 1, 2, 1, 0
4, 3, 4, 4, 0
13, 1, 5, 1, 0
7, 0, 1, 3, 0
5, 0, 1, 5, 0
10, 5, 165, 6, 0
4, 4, 1, 4, 1
2, 0, 1, 2, 0
3, 2, 3, 3, 0
8, 1, 8, 7, 0
11, 2, 44, 10, 0
9, 1, 6, 7, 0
3, 2, 2, 1, 1
11, 5, 440, 9, 1
2, 2, 1, 1, 1
11, 0, 1, 6, 0
1, 0, 1, 1, 0
11, 9, 30, 7, 0
2, 1, 1, 1, 0
6, 5, 5, 1, 1
14, 4, 966, 2, 1
10, 8, 24, 1, 1
15, 9, 1111, 15, 1
15, 10, 2962, 4, 1
6, 3, 15, 3, 1
14, 6, 2631, 13, 0
16, 14, 8, 4, 1
15, 13, 95, 5, 1
16, 16, 1, 6, 1
16, 1, 8, 6, 0
5, 5, 1, 2, 1
5, 0, 1, 1, 0
13, 7, 846, 8, 0
5, 0, 1, 4, 0
8, 1, 2, 4, 0
11, 9, 26, 5, 1
11, 8, 132, 8, 0
15, 11, 916, 11, 1
16, 7, 5189, 6, 0
7, 4, 34, 3, 1
13, 11, 54, 9, 1
14, 1, 7, 12, 0
9, 4, 64, 7, 1
3, 0, 1, 1, 0
14, 12, 36, 14, 0
10, 3, 73, 2, 1
15, 0, 1, 3, 0
12, 5, 604, 6, 0
4, 0, 1, 4, 0
7, 3, 26, 1, 1
10, 1, 5, 4, 0
4, 1, 1, 2, 0
2, 2, 1, 2, 1
1, 0, 1, 1, 0
3, 2, 2, 3, 1
11, 3, 10, 4, 0
14, 10, 713, 4, 0
15, 8, 5133, 13, 0
7, 4, 2, 3, 1
7, 4, 7, 2, 1
9, 8, 3, 3, 0
11, 4, 59, 6, 0
5, 2, 7, 3, 0
12, 8, 230, 12, 1
15, 2, 93, 2, 0
8, 6, 2, 2, 1
11, 0, 1, 11, 0
2, 1, 1, 2, 1
1, 1, 1, 1, 1
1, 1, 1, 1, 1
12, 1, 7, 6, 1
8, 8, 1, 5, 1
2, 0, 1, 1, 0
10, 8, 12, 7, 1
9, 0, 1, 8, 0
4, 1, 2, 2, 0
10, 0, 1, 5, 0
4, 3, 3, 1, 1
8, 5, 56, 1, 1
15, 15, 1, 6, 1
16, 15, 10, 6, 1
14, 3, 36, 11, 0
9, 2, 27, 7, 0
6, 4, 1, 3, 1
6, 1, 2, 3, 0
7, 2, 3, 1, 0
13, 6, 240, 7, 0
3, 0, 1, 2, 0
16, 4, 1150, 4, 0
11, 3, 120, 8, 0
11, 9, 18, 7, 1
4, 3, 3, 2, 1
7, 0, 1, 7, 0
3, 0, 1, 2, 0
4, 4, 1, 4, 1
1, 1, 1, 1, 1
13, 8, 506, 3, 0
5, 0, 1, 3, 0
6, 2, 15, 1, 1
7, 1, 7, 7, 0
8, 2, 18, 6, 1
10, 6, 141, 6, 0
2, 1, 1, 2, 1
6, 3, 20, 5, 0
13, 0, 1, 11, 0
16, 4, 597, 15, 0
9, 3, 32, 1, 0
15, 5, 1847, 10, 0
5, 4, 3, 3, 0
9, 6, 51, 6, 0
10, 9, 6, 8, 1
1, 1, 1, 1, 1
2, 1, 1, 1, 0
8, 5, 26, 5, 1
15, 15, 1, 4, 1
10, 3, 101, 5, 0
13, 11, 40, 4, 0
3, 0, 1, 1, 0
13, 4, 444, 9, 0
15, 5, 2893, 13, 0
3, 1, 1, 2, 0
4, 0, 1, 4, 0
12, 8, 476, 1, 1
16, 2, 65, 14, 0
7, 4, 16, 3, 0
8, 5, 22, 8, 1
7, 2, 17, 1, 1
10, 2, 31, 5, 0
4, 0, 1, 4, 0
13, 5, 71, 3, 0
16, 10, 2662, 8, 0
1, 0, 1, 1, 0
13, 2, 59, 13, 0
1, 0, 1, 1, 0
12, 8, 207, 2, 0
8, 2, 11, 6, 0
9, 7, 30, 7, 1
13, 11, 15, 4, 1
16, 9, 6301, 9, 0
3, 0, 1, 2, 0
4, 1, 4, 3, 0
7, 7, 1, 3, 1
4, 4, 1, 4, 1
5, 1, 5, 3, 0
11, 3, 90, 8, 1
11, 10, 11, 3, 1
8, 8, 1, 4, 1
2, 1, 1, 2, 1
7, 4, 35, 6, 0
4, 0, 1, 1, 0
6, 0, 1, 5, 0
11, 0, 1, 9, 0
8, 5, 16, 5, 0
15, 4, 11, 6, 0
7, 0, 1, 1, 0
12, 9, 57, 5, 0
2, 1, 1, 2, 1
1, 0, 1, 1, 0
6, 1, 2, 3, 0
13, 6, 747, 6, 0
7, 2, 11, 3, 0
8, 6, 14, 5, 1
11, 8, 34, 6, 0
14, 1, 7, 11, 0
16, 11, 2239, 13, 0
5, 0, 1, 5, 0
1, 0, 1, 1, 0
6, 5, 3, 5, 1
10, 3, 90, 2, 0
7, 7, 1, 1, 1
5, 3, 6, 4, 0
4, 4, 1, 3, 1
2, 1, 2, 1, 1
7, 6, 4, 4, 0
10, 2, 37, 3, 0
10, 9, 8, 10, 1
15, 1, 9, 10, 0
4, 0, 1, 1, 0
9, 4, 25, 7, 1
16, 10, 794, 13, 1
2, 1, 2, 1, 1
1, 1, 1, 1, 1
11, 5, 126, 10, 0
9, 4, 110, 8, 1
8, 2, 8, 7, 1
2, 2, 1, 2, 1
10, 6, 61, 9, 1
10, 4, 149, 6, 0
13, 1, 9, 9, 0
8, 6, 10, 5, 0
1, 1, 1, 1, 1
7, 7, 1, 3, 1
12, 9, 1, 11, 1
9, 6, 24, 5, 1
10, 5, 130, 2, 0
5, 5, 1, 1, 1
2, 2, 1, 2, 1
4, 2, 5, 3, 1
11, 9, 23, 8, 1
7, 1, 7, 3, 0
13, 8, 742, 4, 1
4, 0, 1, 1, 0
11, 7, 300, 3, 1
14, 11, 151, 12, 1
11, 2, 38, 4, 0
8, 8, 1, 6, 1
10, 5, 217, 10, 1
4, 4, 1, 4, 1
12, 6, 222, 7, 1
14, 7, 862, 11, 0
15, 3, 201, 3, 0
4, 2, 4, 3, 0
4, 2, 5, 1, 1
16, 10, 2369, 14, 1
10, 5, 186, 1, 1
10, 3, 54, 5, 0
6, 4, 8, 5, 0
16, 11, 3491, 4, 0
10, 1, 3, 4, 0
13, 13, 1, 12, 1
8, 1, 8, 7, 0
4, 3, 2, 3, 1
16, 9, 3344, 12, 0
8, 3, 43, 1, 1
1, 0, 1, 1, 0
8, 7, 2, 3, 1
5, 4, 1, 5, 1
11, 0, 1, 1, 0
15, 1, 11, 15, 0
2, 2, 1, 1, 1
7, 0, 1, 5, 0
7, 7, 1, 7, 1
8, 4, 61, 5, 1
14, 12, 82, 13, 1
5, 0, 1, 5, 0
2, 2, 1, 2, 1
13, 7, 386, 12, 1
7, 5, 13, 4, 1
16, 16, 1, 13, 1
11, 4, 250, 8, 1
7, 3, 1, 5, 1
3, 1, 2, 3, 0
15, 6, 2072, 10, 1
13, 4, 135, 8, 0
8, 7, 6, 1, 1
6, 3, 2, 3, 1
10, 5, 17, 9, 0
3, 1, 3, 3, 0
12, 11, 3, 7, 1
5, 1, 4, 3, 0
15, 6, 1870, 13, 1
8, 8, 1, 8, 1
5, 5, 1, 3, 1
14, 0, 1, 5, 0
6, 3, 16, 5, 0
16, 16, 1, 13, 1
12, 5, 611, 2, 0
5, 1, 2, 2, 0
4, 0, 1, 1, 0
2, 2, 1, 2, 1
2, 1, 1, 2, 1
5, 2, 9, 5, 0
2, 2, 1, 2, 1
1, 1, 1, 1, 1
4, 2, 5, 3, 1
5, 0, 1, 2, 0
1, 0, 1, 1, 0
7, 4, 25, 5, 1
3, 1, 3, 3, 0
15, 0, 1, 14, 0
8, 4, 29, 3, 1
16, 11, 4304, 1, 1
15, 13, 21, 5, 1
14, 11, 225, 7, 1
16, 6, 1162, 8, 1
9, 2, 36, 6, 0
2, 1, 1, 2, 1
8, 4, 9, 5, 1
4, 0, 1, 1, 0
5, 5, 1, 5, 1
9, 9, 1, 1, 1
3, 3, 1, 2, 1
5, 0, 1, 1, 0
10, 0, 1, 10, 0
5, 2, 4, 5, 1
2, 2, 1, 1, 1
15, 0, 1, 5, 0
10, 2, 36, 8, 0
3, 3, 1, 3, 1
2, 0, 1, 2, 0
4, 2, 6, 3, 0
14, 8, 2089, 14, 1
5, 5, 1, 4, 1
13, 8, 397, 13, 1
5, 5, 1, 5, 1
14, 7, 2304, 8, 1
12, 12, 1, 5, 1
2, 0, 1, 2, 0
7, 2, 6, 7, 0
16, 9, 4496, 2, 1
3, 0, 1, 2, 0
6, 2, 1, 4, 0
12, 0, 1, 4, 0
4, 0, 1, 1, 0
11, 5, 55, 2, 0
12, 3, 51, 1, 0
12, 4, 110, 8, 0
11, 9, 54, 10, 1
15, 2, 4, 13, 0
8, 7, 6, 3, 1
8, 7, 5, 7, 1
8, 2, 26, 8, 0
7, 7, 1, 3, 1
15, 8, 67, 2, 0
6, 4, 14, 6, 0
9, 8, 2, 8, 1
12, 6, 703, 8, 1
4, 4, 1, 4, 1
7, 7, 1, 7, 1
4, 3, 2, 2, 0
5, 2, 1, 1, 0
1, 1, 1, 1, 1
9, 8, 6, 9, 1
8, 4, 53, 5, 0
10, 7, 120, 10, 0
2, 1, 2, 1, 1
8, 6, 27, 5, 1
14, 12, 40, 7, 1
11, 4, 310, 11, 1
14, 3, 61, 11, 1
15, 7, 4228, 8, 0
5, 1, 4, 3, 0
7, 4, 20, 4, 0
3, 1, 2, 1, 0
13, 6, 708, 9, 1
3, 2, 2, 3, 1
10, 7, 65, 3, 0
13, 1, 1, 4, 0
4, 3, 3, 4, 1
15, 13, 3, 11, 1
16, 12, 1778, 13, 0
1, 0, 1, 1, 0
10, 3, 43, 6, 1
4, 1, 4, 2, 0
16, 9, 8011, 12, 1
14, 2, 37, 4, 0
14, 2, 7, 2, 0
11, 8, 73, 7, 0
10, 8, 36, 4, 1
13, 8, 769, 3, 1
9, 0, 1, 2, 0
10, 3, 39, 3, 1
10, 3, 67, 1, 0
5, 0, 1, 5, 0
7, 4, 8, 7, 1
2, 1, 2, 2, 0
1, 1, 1, 1, 1
4, 0, 1, 1, 0
1, 1, 1, 1, 1
13, 2, 37, 7, 0
7, 4, 19, 5, 1
13, 12, 12, 5, 1
4, 2, 6, 1, 1
1, 0, 1, 1, 0
2, 2, 1, 1, 1
7, 1, 6, 1, 0
4, 0, 1, 3, 0
7, 0, 1, 7, 0
15, 8, 942, 3, 1
2, 1, 1, 1, 0
6, 4, 1, 3, 1
7, 2, 21, 1, 1
14, 4, 952, 6, 0
3, 2, 2, 1, 1
1, 0, 1, 1, 0
10, 2, 16, 10, 1
14, 1, 2, 13, 1
1, 1, 1, 1, 1
15, 10, 2620, 15, 0
14, 13, 5, 13, 1
7, 4, 6, 4, 0
13, 10, 29, 3, 1
3, 2, 3, 1, 1
10, 7, 85, 1, 1
6, 0, 1, 6, 0
1, 1, 1, 1, 1
3, 0, 1, 3, 0
9, 5, 63, 6, 1
8, 7, 4, 4, 0
10, 1, 2, 10, 0
6, 0, 1, 6, 0
8, 5, 19, 3, 1
14, 13, 2, 5, 1
11, 0, 1, 9, 0
4, 2, 2, 3, 0
13, 11, 43, 10, 1
9, 1, 1, 6, 0
15, 8, 3060, 9, 1
6, 6, 1, 1, 1
14, 11, 97, 7, 1
3, 1, 2, 1, 0
1, 1, 1, 1, 1
15, 6, 4184, 1, 1
11, 7, 129, 2, 0
14, 8, 58, 3, 0
1, 1, 1, 1, 1
6, 1, 1, 6, 1
1, 0, 1, 1, 0
10, 2, 29, 2, 1
11, 1, 11, 8, 0
1, 0, 1, 1, 0
15, 8, 5499, 7, 0
8, 0, 1, 3, 0
7, 3, 34, 3, 0
11, 0, 1, 2, 0
15, 2, 65, 5, 0
6, 3, 10, 5, 0
15, 5, 11, 8, 0
14, 6, 2472, 4, 1
11, 6, 318, 5, 0
4, 1, 1, 1, 0
10, 8, 11, 10, 1
8, 7, 7, 6, 1
6, 4, 10, 1, 1
13, 1, 10, 6, 0
2, 1, 2, 2, 0
1, 1, 1, 1, 1
13, 6, 689, 4, 1
12, 12, 1, 7, 1
1, 1, 1, 1, 1
8, 7, 7, 7, 0
6, 1, 6, 5, 0
9, 4, 10, 1, 0
2, 2, 1, 2, 1
14, 0, 1, 4, 0
7, 6, 1, 4, 1
9, 5, 113, 2, 1
5, 2, 9, 4, 0
10, 4, 12, 9, 1
5, 5, 1, 2, 1
8, 3, 11, 3, 1
6, 0, 1, 4, 0
6, 6, 1, 4, 1
16, 13, 107, 5, 0
15, 2, 42, 8, 0
15, 13, 88, 9, 0
7, 2, 4, 3, 0
14, 2, 85, 2, 0
16, 0, 1, 7, 0
11, 1, 4, 8, 1
1, 1, 1, 1, 1
2, 0, 1, 1, 0
1, 1, 1, 1, 1
5, 1, 3, 3, 1
14, 14, 1, 12, 1
1, 0, 1, 1, 0
13, 12, 2, 9, 1
10, 8, 4, 9, 1
12, 3, 58, 8, 0
9, 6, 45, 9, 1
5, 2, 10, 3, 0
11, 11, 1, 6, 1
6, 5, 3, 4, 1
16, 11, 2988, 5, 1
14, 1, 5, 11, 0
16, 10, 5161, 10, 1
2, 2, 1, 1, 1
5, 2, 2, 5, 1
16, 7, 8556, 1, 1
6, 5, 1, 3, 1
14, 2, 58, 8, 0
10, 3, 57, 10, 1
9, 2, 4, 6, 1
9, 0, 1, 3, 0
9, 7, 20, 1, 1
5, 4, 3, 3, 0
9, 7, 9, 7, 1
3, 0, 1, 3, 0
3, 1, 3, 2, 0
6, 1, 3, 6, 0
7, 7, 1, 3, 1
14, 4, 352, 3, 1
6, 1, 4, 6, 0
1, 1, 1, 1, 1
6, 3, 19, 4, 1
11, 4, 41, 3, 0
2, 2, 1, 1, 1
3, 0, 1, 2, 0
2, 1, 1, 1, 0
4, 3, 1, 2, 1
16, 14, 62, 13, 0
16, 15, 14, 6, 1
4, 0, 1, 2, 0
4, 1, 1, 2, 0
11, 10, 11, 4, 1
7, 5, 16, 3, 1
6, 6, 1, 2, 1
11, 9, 55, 8, 1
6, 0, 1, 2, 0
10, 0, 1, 4, 0
1, 1, 1, 1, 1
16, 12, 1795, 16, 0
11, 3, 147, 9, 0
7, 5, 7, 1, 1
13, 10, 129, 8, 1
2, 1, 1, 1, 0
12, 4, 46, 6, 0
2, 2, 1, 2, 1
12, 9, 2, 4, 0
15, 11, 969, 13, 1
3, 2, 2, 3, 1
13, 6, 1275, 6, 0
1, 1, 1, 1, 1
3, 0, 1, 1, 0
11, 2, 12, 7, 0
5, 5, 1, 5, 1
5, 4, 3, 3, 0
13, 12, 11, 6, 1
9, 0, 1, 2, 0
11, 6, 449, 2, 1
1, 1, 1, 1, 1
11, 6, 190, 1, 0
11, 3, 47, 11, 0
9, 7, 27, 6, 0
7, 0, 1, 3, 0
5, 2, 1, 2, 0
3, 2, 1, 3, 1
1, 1, 1, 1, 1
7, 0, 1, 4, 0
2, 0, 1, 2, 0
10, 0, 1, 8, 0
16, 12, 1352, 13, 0
14, 8, 2713, 5, 1
6, 6, 1, 1, 1
7, 6, 2, 6, 1
5, 4, 5, 5, 0
4, 1, 2, 4, 0
3, 3, 1, 2, 1
6, 0, 1, 2, 0
10, 4, 160, 3, 0
15, 8, 1294, 7, 0
6, 0, 1, 6, 0
9, 9, 1, 5, 1
10, 8, 22, 3, 0
13, 0, 1, 10, 0
9, 8, 1, 9, 1
15, 8, 4134, 9, 0
2, 0, 1, 2, 0
15, 0, 1, 12, 0
9, 7, 31, 3, 1
16, 2, 104, 1, 0
11, 2, 29, 9, 0
8, 0, 1, 5, 0
9, 1, 9, 7, 0
7, 4, 13, 3, 1
14, 14, 1, 14, 1
5, 0, 1, 2, 0
12, 4, 198, 7, 0
4, 1, 2, 3, 1
12, 2, 8, 7, 0
16, 8, 10035, 7, 1
7, 0, 1, 7, 0
11, 3, 29, 5, 1
8, 8, 1, 8, 1
12, 2, 17, 6, 1
1, 0, 1, 1, 0
5, 2, 4, 4, 0
12, 1, 3, 9, 0
9, 1, 2, 2, 0
7, 2, 9, 4, 0
4, 4, 1, 4, 1
14, 4, 133, 5, 1
10, 10, 1, 1, 1
16, 8, 973, 16, 1
